position,observed,predicted
0.0,-0.1709236433985909,0.021016961576420107
1.0,-0.2739658848880946,-0.09551768961118562
2.0,0.24065934957405566,-0.03687279419239287
3.0,-0.09559896561929226,-0.008184877317585451
4.0,-0.041966753098875785,0.02556581999143838
5.0,-0.21281049952047648,-0.01737479642322654
6.0,-0.4478497978982205,0.010333595181563881
7.0,-0.3604341200783279,0.002107371376710545
8.0,-0.3286539497017484,-0.033444134146209094
9.0,-0.3339878002236322,-0.0281703630760029
10.0,0.2691952449332064,-0.08898044776178803
11.0,-0.06831708476461877,-0.14533954892964687
12.0,0.024810483368486357,-0.12088854105683895
13.0,-0.24210965268582307,-0.14490642960672415
14.0,-0.3343346436190952,-0.18144742104119435
15.0,-0.37598905266318017,-0.14300173806022382
16.0,-0.2950102335444265,-0.11726576319793212
17.0,-0.17705340889007817,-0.07476704968324115
18.0,-0.14282940585708176,-0.0860205196199147
19.0,-0.1968801886255891,0.0608416950324669
20.0,-0.2040948498054768,0.006473495794364012
21.0,-0.18734929964220604,0.013828206649119872
22.0,-0.07592887703232308,-0.052657808025960255
23.0,0.01881308388277416,0.01925039656457385
24.0,-0.005077587211152315,0.018218834844512824
25.0,0.04092712412044277,-0.027277169795820497
26.0,0.1947854805075467,0.06196761722704358
27.0,-0.07346522371178905,-0.04842634937638909
28.0,-0.15242282573991217,-0.0492189518419407
29.0,-0.09988420576543006,0.05378613304704393
30.0,-0.16728375792994962,0.04485897302613207
31.0,-0.19310606393092555,-0.0894173875701249
32.0,-0.2208200526008587,-0.02491574672164799
33.0,-0.23532190365364414,-0.049900348195436206
34.0,0.08048323951371851,0.001762896811502511
35.0,0.10615536429694844,0.016724218885745348
36.0,0.10149199872021018,-0.04432367643811639
37.0,-0.5432622024243563,-0.012597204909825804
38.0,-0.5481264205131778,-0.057911664579364176
39.0,-0.6666974451457941,-0.03646080981963606
40.0,-0.6458212600348703,-0.0833978136561629
41.0,-0.5583273593524162,-0.0503940419676675
42.0,-0.2441187803045389,-0.06346502351010316
43.0,0.056056538927428595,-0.005561414800250841
44.0,-0.08224592691071443,-0.02680829684104728
45.0,0.1336809281678605,0.008712246728050425
46.0,-0.0464543042220932,-0.019712328695334753
47.0,-0.5239525363405565,-0.06986489099477276
48.0,-0.5736324085128509,-0.06401335282368216
49.0,-0.6862938888816625,-0.07452672386788202
50.0,-0.8271992688604924,-0.09922153210994779
51.0,-0.7551148555069983,-0.0834601854847421
52.0,-0.17449588639184518,-0.047332542466703896
53.0,-0.2006870871547428,-0.04558958325554755
54.0,-0.6083965526135615,0.10047145099427279
55.0,0.0739615010944108,-0.06030125114233992
56.0,-0.34015250246582013,-0.036724484739957125
57.0,0.03681803964199945,0.02394441271121081
58.0,-0.005708346367312785,0.04026107382898065
59.0,0.23247859576126886,-0.033684094253930486
60.0,0.07009886295478897,0.011679624874864354
61.0,0.03754447232841516,-0.0446500941562721
62.0,0.22782576091315299,-0.20156754415202313
63.0,0.38424026664894145,-0.032161070949403035
64.0,0.3985340316663149,0.050460623900970364
65.0,0.13546723344740932,0.0074088171398164655
66.0,0.3058737247519568,-0.05869932778325868
67.0,-0.39448041687085206,-0.05133120022404669
68.0,-0.6939811873708707,0.10215063604313306
69.0,-0.8033227098668156,0.045006443042738965
70.0,-0.9115722478500629,0.01847932678597201
71.0,-1.0914632353746672,0.023418489727864356
72.0,-1.5991009000298144,-0.030599305386869998
73.0,-1.3990235425438673,-0.03319729410879071
74.0,-1.1763187219391782,0.02863608983966445
75.0,-0.7797817159882573,0.019894816113323114
76.0,-0.8563817519777444,0.07792057846562925
77.0,-0.7369655941662061,0.11286812780693266
78.0,-0.6754036489725248,0.005941902918759344
79.0,-0.12612976263373601,0.10140270225777437
80.0,-0.0754110581527845,0.16107766361135675
81.0,-0.12589477687437536,0.22547519273516017
82.0,-0.01129322141429981,0.22761021125481382
83.0,-0.0006313528893349291,0.2592012511617075
84.0,0.2745798597639295,0.13819977209952997
85.0,0.018305973042986014,0.12342867361340225
86.0,-0.00019239782091519617,0.24726165722548177
