position,observed,predicted
0.0,-0.1709236433985909,0.08562104006037986
1.0,-0.2739658848880946,-0.19183307708548542
2.0,0.24065934957405566,0.005703774756778741
3.0,-0.09559896561929226,0.004463055004867165
4.0,-0.041966753098875785,0.007693498659767969
5.0,-0.21281049952047648,-0.0645275047544525
6.0,-0.4478497978982205,0.03424559087832633
7.0,-0.3604341200783279,0.016483485696176338
8.0,-0.3286539497017484,0.02490874899818876
9.0,-0.3339878002236322,-0.05180736440775369
10.0,0.2691952449332064,-0.01010403479931444
11.0,-0.06831708476461877,0.14493720869786145
12.0,0.024810483368486357,0.06065372543081612
13.0,-0.24210965268582307,-0.1436229875140963
14.0,-0.3343346436190952,-0.5415757528843553
15.0,-0.37598905266318017,-0.453235135381687
16.0,-0.2950102335444265,-0.0004345089040280932
17.0,-0.17705340889007817,0.24815306300576126
18.0,-0.14282940585708176,0.3658753547507783
19.0,-0.1968801886255891,-0.18570876019101815
20.0,-0.2040948498054768,0.1594207917634568
21.0,-0.18734929964220604,-0.03419896809460805
22.0,-0.07592887703232308,0.006056296198805838
23.0,0.01881308388277416,0.06535393844990918
24.0,-0.005077587211152315,0.02752266193276041
25.0,0.04092712412044277,0.010757341206911507
26.0,0.1947854805075467,0.1045594257307213
27.0,-0.07346522371178905,0.04505499151487799
28.0,-0.15242282573991217,-0.019376051303750363
29.0,-0.09988420576543006,0.10460950688067504
30.0,-0.16728375792994962,0.10132628041571619
31.0,-0.19310606393092555,-0.02879403514398818
32.0,-0.2208200526008587,0.0028002046751243654
33.0,-0.23532190365364414,-0.02303723291887
34.0,0.08048323951371851,0.11448762282236276
35.0,0.10615536429694844,-0.0021779330472428645
36.0,0.10149199872021018,0.23688301118890553
37.0,-0.5432622024243563,-0.3938773675128351
38.0,-0.5481264205131778,-0.42761482165937964
39.0,-0.6666974451457941,-0.44738441802451784
40.0,-0.6458212600348703,-0.44866147217678765
41.0,-0.5583273593524162,-0.39226058218803733
42.0,-0.2441187803045389,-0.19560083374892132
43.0,0.056056538927428595,0.01194817447041665
44.0,-0.08224592691071443,0.06902083967987636
45.0,0.1336809281678605,0.1484766057778399
46.0,-0.0464543042220932,-0.12810766718572095
47.0,-0.5239525363405565,-0.5736704283273673
48.0,-0.5736324085128509,-0.44955289395003134
49.0,-0.6862938888816625,-0.5897840453299221
50.0,-0.8271992688604924,-0.7415863263240888
51.0,-0.7551148555069983,-0.6077159002403928
52.0,-0.17449588639184518,-0.176020583713043
53.0,-0.2006870871547428,0.18096794107537886
54.0,-0.6083965526135615,-0.15074784923674242
55.0,0.0739615010944108,0.1542244232845449
56.0,-0.34015250246582013,-0.0055715453538918575
57.0,0.03681803964199945,0.04839264319281339
58.0,-0.005708346367312785,0.12838817314174325
59.0,0.23247859576126886,0.09038663355434569
60.0,0.07009886295478897,0.08215255777557007
61.0,0.03754447232841516,-0.04916899275074597
62.0,0.22782576091315299,0.23183096692133498
63.0,0.38424026664894145,0.015410761855608726
64.0,0.3985340316663149,0.33617820864200243
65.0,0.13546723344740932,0.19745327352306677
66.0,0.3058737247519568,0.09895531597415212
67.0,-0.39448041687085206,-0.05417809766314852
68.0,-0.6939811873708707,-0.24233109155062268
69.0,-0.8033227098668156,-0.4495169605847564
70.0,-0.9115722478500629,-0.49521342206198044
71.0,-1.0914632353746672,-0.8067446831376017
72.0,-1.5991009000298144,-1.1389574258328798
73.0,-1.3990235425438673,-1.1440869824780904
74.0,-1.1763187219391782,-0.7969042009241804
75.0,-0.7797817159882573,-0.49652442036889505
76.0,-0.8563817519777444,-0.469893855545169
77.0,-0.7369655941662061,-0.2624618349220766
78.0,-0.6754036489725248,-0.18764803700609425
79.0,-0.12612976263373601,0.013096398671570553
80.0,-0.0754110581527845,0.05048542143630746
81.0,-0.12589477687437536,0.11502608834957302
82.0,-0.01129322141429981,0.01963489208983642
83.0,-0.0006313528893349291,0.08569877958145528
84.0,0.2745798597639295,0.11408144359220206
85.0,0.018305973042986014,0.06951248102871734
86.0,-0.00019239782091519617,0.12237608288687213
