position,observed,predicted
0.0,-0.1709236433985909,0.07221908890030493
1.0,-0.2739658848880946,-0.22747826531765336
2.0,0.24065934957405566,-0.04380454601736269
3.0,-0.09559896561929226,-0.019664941782200424
4.0,-0.041966753098875785,0.02280770701971098
5.0,-0.21281049952047648,-0.06463737214493671
6.0,-0.4478497978982205,0.029247497748618272
7.0,-0.3604341200783279,0.015168504453082264
8.0,-0.3286539497017484,0.03661246066984893
9.0,-0.3339878002236322,-0.0068090538083561275
10.0,0.2691952449332064,0.07641757141130762
11.0,-0.06831708476461877,-0.06592583907017247
12.0,0.024810483368486357,-0.04432718885979303
13.0,-0.24210965268582307,-0.2607706902403239
14.0,-0.3343346436190952,-0.5433735445451032
15.0,-0.37598905266318017,-0.47897879514853087
16.0,-0.2950102335444265,-0.15485752175934933
17.0,-0.17705340889007817,0.06949625727621389
18.0,-0.14282940585708176,0.2160119664023529
19.0,-0.1968801886255891,-0.18616033522235043
20.0,-0.2040948498054768,0.14944899374390572
21.0,-0.18734929964220604,-0.06385392709248741
22.0,-0.07592887703232308,-0.04929707921358217
23.0,0.01881308388277416,0.06688828280189894
24.0,-0.005077587211152315,0.03695762805577575
25.0,0.04092712412044277,0.021739306405447634
26.0,0.1947854805075467,0.17594804901182934
27.0,-0.07346522371178905,0.04747808745968809
28.0,-0.15242282573991217,0.05542610568348452
29.0,-0.09988420576543006,0.10747680579832762
30.0,-0.16728375792994962,0.11012926596564519
31.0,-0.19310606393092555,-0.05200334993416477
32.0,-0.2208200526008587,-0.018943406734848508
33.0,-0.23532190365364414,-0.010361587206946124
34.0,0.08048323951371851,0.07006336862088286
35.0,0.10615536429694844,-0.003910616720487027
36.0,0.10149199872021018,0.2671035743034225
37.0,-0.5432622024243563,-0.26970460975133626
38.0,-0.5481264205131778,-0.32067607258218794
39.0,-0.6666974451457941,-0.32730585275320484
40.0,-0.6458212600348703,-0.3491313274646129
41.0,-0.5583273593524162,-0.34180023790104314
42.0,-0.2441187803045389,-0.1630996149412625
43.0,0.056056538927428595,0.010270978045392459
44.0,-0.08224592691071443,0.07621463721634843
45.0,0.1336809281678605,-0.0005644864923504966
46.0,-0.0464543042220932,-0.022208437024132586
47.0,-0.5239525363405565,-0.4539227953465892
48.0,-0.5736324085128509,-0.4017137010952827
49.0,-0.6862938888816625,-0.467571664573746
50.0,-0.8271992688604924,-0.6110445802745488
51.0,-0.7551148555069983,-0.5145183315518832
52.0,-0.17449588639184518,-0.15810631769836495
53.0,-0.2006870871547428,0.08050007717120544
54.0,-0.6083965526135615,-0.13028450981967496
55.0,0.0739615010944108,0.21076529247533274
56.0,-0.34015250246582013,-0.0096174836827557
57.0,0.03681803964199945,0.058865452929700586
58.0,-0.005708346367312785,0.139994610254895
59.0,0.23247859576126886,0.046690448438925
60.0,0.07009886295478897,0.03930761268159431
61.0,0.03754447232841516,0.06956581250713245
62.0,0.22782576091315299,0.11465542236613042
63.0,0.38424026664894145,0.04741349187233976
64.0,0.3985340316663149,0.18268179408441157
65.0,0.13546723344740932,0.07164021844093714
66.0,0.3058737247519568,-0.04358022417316082
67.0,-0.39448041687085206,-0.042947910934038734
68.0,-0.6939811873708707,-0.320200627110526
69.0,-0.8033227098668156,-0.7370621348115561
70.0,-0.9115722478500629,-0.604083856823221
71.0,-1.0914632353746672,-1.007862590358567
72.0,-1.5991009000298144,-1.3485203645132329
73.0,-1.3990235425438673,-1.3487496959935383
74.0,-1.1763187219391782,-1.0074162278148002
75.0,-0.7797817159882573,-0.6457793881065698
76.0,-0.8563817519777444,-0.7275220982863462
77.0,-0.7369655941662061,-0.31112953837463847
78.0,-0.6754036489725248,-0.07993938799976101
79.0,-0.12612976263373601,0.023791167592718016
80.0,-0.0754110581527845,0.06948187314482242
81.0,-0.12589477687437536,0.10525102657678004
82.0,-0.01129322141429981,0.09026388731748158
83.0,-0.0006313528893349291,0.13238760300231453
84.0,0.2745798597639295,0.1718884960199226
85.0,0.018305973042986014,0.043162142286441586
86.0,-0.00019239782091519617,0.15107090956894295
