gene,tf,region,site_index,seq_start,seq_end,score,occupancy,coef,activation_contribution
synCRE_Promega_0,ATF1,CRE1,4,35,44,1.812221,0.0034591094369747,10.7935358599136,0.03733602175135197
synCRE_Promega_0,ATF7,CRE1,0,25,38,11.582282,0.1882113301836842,0.5098580629190427,0.09596106422686956
synCRE_Promega_0,ATF7,CRE1,1,25,38,11.856422,0.1988268056576774,0.5098580629190427,0.10137344998900435
synCRE_Promega_0,CREB1,CRE1,1,27,35,9.98721,0.0954623605789271,7.549457187108222,0.7206890041708978
synCRE_Promega_0,CREB1,CRE1,2,28,36,8.906303999999999,0.0647568362343736,7.549457187108222,0.4888789627239819
synCRE_Promega_0,CREB1,CRE4,6,85,93,8.287079,0.1258797154517079,7.549457187108222,0.9503235225280341
synCRE_Promega_0,CREB1,CRE4,7,86,94,8.287079,0.1258797154517079,7.549457187108222,0.9503235225280341
synCRE_Promega_0,CREM,CRE1,0,26,35,11.981383,0.0849871123894547,0.1287249994822761,0.010939965998332695
synCRE_Promega_0,CREM,CRE1,1,28,37,11.501112,0.0596146642082189,0.1287249994822761,0.007673897619339041
scanmut_single_pos_14_A,ATF1,CRE1,4,30,39,2.504312,0.0079475695729183,10.7935358599136,0.08578237718445188
scanmut_single_pos_14_A,ATF1,CRE1,5,35,44,1.812221,0.0066546174285866,10.7935358599136,0.0718268518494555
scanmut_single_pos_14_A,CREB1,CRE1,1,27,35,5.323435,0.0530913190663068,7.549457187108222,0.40081064029818564
scanmut_single_pos_14_A,CREB1,CRE1,2,28,36,5.290374999999999,0.0521047331758878,7.549457187108222,0.39336245235706235
scanmut_single_pos_14_A,CREB1,CRE4,6,85,93,8.287079,0.1258797154517079,7.549457187108222,0.9503235225280341
scanmut_single_pos_14_A,CREB1,CRE4,7,86,94,8.287079,0.1258797154517079,7.549457187108222,0.9503235225280341
scanmut_single_pos_72_A,ATF1,CRE1,4,35,44,1.812221,0.0034591094369747,10.7935358599136,0.03733602175135197
scanmut_single_pos_72_A,ATF1,CRE4,12,88,97,2.071991999999999,0.0072340487685869,10.7935358599136,0.07808096479610652
scanmut_single_pos_72_A,ATF7,CRE1,0,25,38,11.582282,0.1882113301836842,0.5098580629190427,0.09596106422686956
scanmut_single_pos_72_A,ATF7,CRE1,1,25,38,11.856422,0.1988268056576774,0.5098580629190427,0.10137344998900435
scanmut_single_pos_72_A,CREB1,CRE1,1,27,35,9.98721,0.0954623605789271,7.549457187108222,0.7206890041708978
scanmut_single_pos_72_A,CREB1,CRE1,2,28,36,8.906303999999999,0.0647568362343736,7.549457187108222,0.4888789627239819
scanmut_single_pos_72_A,CREB1,CRE4,6,85,93,3.623304,0.0298957391102171,7.549457187108222,0.22569660248954085
scanmut_single_pos_72_A,CREB1,CRE4,7,86,94,4.671149999999999,0.0432523294387808,7.549457187108222,0.32653160934077624
scanmut_single_pos_72_A,CREM,CRE1,0,26,35,11.981383,0.0849871123894547,0.1287249994822761,0.010939965998332695
scanmut_single_pos_72_A,CREM,CRE1,1,28,37,11.501112,0.0596146642082189,0.1287249994822761,0.007673897619339041
scanmut_single_pos_14_T,ATF1,CRE1,4,35,44,1.812221,0.0054505375339986,10.7935358599136,0.05883057232901893
scanmut_single_pos_14_T,ATF7,CRE1,0,25,38,3.532028000000001,0.08378821039743,0.5098580629190427,0.04272009464868685
scanmut_single_pos_14_T,ATF7,CRE1,1,25,38,4.008161000000001,0.0921658423886224,0.5098580629190427,0.046991497867564805
scanmut_single_pos_14_T,CREB1,CRE1,1,27,35,7.306138,0.0827401615173514,7.549457187108222,0.6246433070296636
scanmut_single_pos_14_T,CREB1,CRE1,2,28,36,6.124632999999999,0.0541714564798766,7.549457187108222,0.4089650914581246
scanmut_single_pos_14_T,CREB1,CRE4,6,85,93,8.287079,0.1258797154517079,7.549457187108222,0.9503235225280341
scanmut_single_pos_14_T,CREB1,CRE4,7,86,94,8.287079,0.1258797154517079,7.549457187108222,0.9503235225280341
scanmut_single_pos_72_T,ATF1,CRE1,4,35,44,1.812221,0.0034591094369747,10.7935358599136,0.03733602175135197
scanmut_single_pos_72_T,ATF7,CRE1,0,25,38,11.582282,0.1882113301836842,0.5098580629190427,0.09596106422686956
scanmut_single_pos_72_T,ATF7,CRE1,1,25,38,11.856422,0.1988268056576774,0.5098580629190427,0.10137344998900435
scanmut_single_pos_72_T,CREB1,CRE1,1,27,35,9.98721,0.0954623605789271,7.549457187108222,0.7206890041708978
scanmut_single_pos_72_T,CREB1,CRE1,2,28,36,8.906303999999999,0.0647568362343736,7.549457187108222,0.4888789627239819
scanmut_single_pos_72_T,CREB1,CRE4,6,85,93,5.606007,0.0579434845953047,7.549457187108222,0.4374418562241176
scanmut_single_pos_72_T,CREB1,CRE4,7,86,94,5.505407999999999,0.0559249112914605,7.549457187108222,0.4222027234877062
scanmut_single_pos_72_T,CREM,CRE1,0,26,35,11.981383,0.0849871123894547,0.1287249994822761,0.010939965998332695
scanmut_single_pos_72_T,CREM,CRE1,1,28,37,11.501112,0.0596146642082189,0.1287249994822761,0.007673897619339041
