position,observed,predicted
0.0,-0.1709236433985909,-0.00043370114457021044
1.0,-0.2739658848880946,-0.13636380594252073
2.0,0.24065934957405566,0.05308441349418458
3.0,-0.09559896561929226,-0.03809513643108632
4.0,-0.041966753098875785,-0.024614889594306705
5.0,-0.21281049952047648,0.005344794400542416
6.0,-0.4478497978982205,0.03255295748703982
7.0,-0.3604341200783279,0.05169491174567192
8.0,-0.3286539497017484,0.010315226324488516
9.0,-0.3339878002236322,0.023224303961942725
10.0,0.2691952449332064,-0.04238653321233401
11.0,-0.06831708476461877,0.020947137868739474
12.0,0.024810483368486357,-0.031680763698131754
13.0,-0.24210965268582307,-0.010328204949995624
14.0,-0.3343346436190952,-0.012238368208478336
15.0,-0.37598905266318017,-0.0017742232264179626
16.0,-0.2950102335444265,0.0068863832759003445
17.0,-0.17705340889007817,0.012153872050931528
18.0,-0.14282940585708176,-0.0904091834185845
19.0,-0.1968801886255891,0.03886077249606324
20.0,-0.2040948498054768,0.024057554437301492
21.0,-0.18734929964220604,0.05280950365570952
22.0,-0.07592887703232308,0.011274344544693513
23.0,0.01881308388277416,0.07283101493959794
24.0,-0.005077587211152315,0.07973531076812866
25.0,0.04092712412044277,0.011289571016242885
26.0,0.1947854805075467,0.036653351896849755
27.0,-0.07346522371178905,0.13217581682276153
28.0,-0.15242282573991217,0.01268929148863307
29.0,-0.09988420576543006,-0.00822000796584483
30.0,-0.16728375792994962,-0.006427667592520124
31.0,-0.19310606393092555,-0.0505108268868427
32.0,-0.2208200526008587,0.01909520434150831
33.0,-0.23532190365364414,-0.045972067673206884
34.0,0.08048323951371851,0.018014936445282216
35.0,0.10615536429694844,-0.01844010035841195
36.0,0.10149199872021018,-0.011115751856918906
37.0,-0.5432622024243563,-0.03993170372645682
38.0,-0.5481264205131778,-0.0750697246893518
39.0,-0.6666974451457941,-0.04246192418723916
40.0,-0.6458212600348703,-0.033326214516232515
41.0,-0.5583273593524162,0.006499996963039431
42.0,-0.2441187803045389,0.021899665167441944
43.0,0.056056538927428595,0.05484983250888977
44.0,-0.08224592691071443,0.04645234405426507
45.0,0.1336809281678605,0.03176221888416193
46.0,-0.0464543042220932,0.05211726343458744
47.0,-0.5239525363405565,0.049278444489767315
48.0,-0.5736324085128509,0.04645359045170039
49.0,-0.6862938888816625,0.017970903211634706
50.0,-0.8271992688604924,0.009307227279220532
51.0,-0.7551148555069983,0.02120856414074487
52.0,-0.17449588639184518,0.034467556651033196
53.0,-0.2006870871547428,0.013935531369816357
54.0,-0.6083965526135615,0.08653666766336393
55.0,0.0739615010944108,-0.018187587827442356
56.0,-0.34015250246582013,-0.0009335655061020008
57.0,0.03681803964199945,0.08142394064471062
58.0,-0.005708346367312785,0.013756779663394005
59.0,0.23247859576126886,0.03081496620144962
60.0,0.07009886295478897,0.034359338907911326
61.0,0.03754447232841516,-0.09256843245518027
62.0,0.22782576091315299,0.11154887336150654
63.0,0.38424026664894145,-0.14774704895618793
64.0,0.3985340316663149,0.06411662590896665
65.0,0.13546723344740932,0.034589996381635714
66.0,0.3058737247519568,-0.015746613484409668
67.0,-0.39448041687085206,0.01593454966148625
68.0,-0.6939811873708707,0.020313369620046404
69.0,-0.8033227098668156,0.0775580036587268
70.0,-0.9115722478500629,0.03780610400275767
71.0,-1.0914632353746672,0.047112416665371006
72.0,-1.5991009000298144,0.0053839120814374725
73.0,-1.3990235425438673,0.002214705496309117
74.0,-1.1763187219391782,0.047751098014352476
75.0,-0.7797817159882573,0.036482334582916595
76.0,-0.8563817519777444,0.08355773273955493
77.0,-0.7369655941662061,0.03628843078666533
78.0,-0.6754036489725248,0.01062486409290748
79.0,-0.12612976263373601,-0.008024089355542706
80.0,-0.0754110581527845,-0.013082669070206466
81.0,-0.12589477687437536,-0.005266285225374766
82.0,-0.01129322141429981,0.0041693302872612996
83.0,-0.0006313528893349291,-0.044625658394889654
84.0,0.2745798597639295,0.016516278307564636
85.0,0.018305973042986014,0.06595826865426298
86.0,-0.00019239782091519617,-0.013582035658531335
